Order ID,Order Date,Ship Date,Customer ID,Product ID,Geography Key,Sales,Quantity,Discount,Profit,Shipping Days,Is Returned,Order Date Key,Ship Date Key
ORD-2022-10310,2022-06-28,2022-06-30,CUST-0069,PROD-0005,GEO-0005,3800.0,4,0.0,1382.19,2,0,20220628,20220630
ORD-2022-10700,2022-06-28,2022-06-29,CUST-0136,PROD-0057,GEO-0018,38.25,1,0.15,14.59,1,0,20220628,20220629
ORD-2022-11868,2022-07-01,2022-07-07,CUST-0351,PROD-0018,GEO-0011,199.0,1,0.0,84.02,6,0,20220701,20220707
ORD-2022-10239,2022-07-04,2022-07-06,CUST-0055,PROD-0052,GEO-0014,48.45,3,0.15,13.02,2,0,20220704,20220706
ORD-2022-13842,2022-07-05,2022-07-07,CUST-0714,PROD-0060,GEO-0019,9.8,1,0.3,0.35,2,0,20220705,20220707
ORD-2022-13916,2022-07-06,2022-07-10,CUST-0734,PROD-0006,GEO-0017,3897.0,3,0.0,1629.99,4,0,20220706,20220710
ORD-2022-10311,2022-07-11,2022-07-15,CUST-0069,PROD-0054,GEO-0005,299.0,1,0.0,153.06,4,1,20220711,20220715
ORD-2022-13795,2022-07-14,2022-07-21,CUST-0706,PROD-0011,GEO-0014,245.1,2,0.05,148.14,7,0,20220714,20220721
ORD-2022-10264,2022-07-15,2022-07-17,CUST-0061,PROD-0056,GEO-0020,458.0,2,0.0,224.53,2,0,20220715,20220717
ORD-2022-12730,2022-07-20,2022-07-21,CUST-0498,PROD-0020,GEO-0019,628.2,2,0.1,296.52,1,0,20220720,20220721
ORD-2022-12997,2022-07-22,2022-07-25,CUST-0551,PROD-0052,GEO-0021,19.0,1,0.0,6.84,3,0,20220722,20220725
ORD-2022-12194,2022-07-24,2022-07-26,CUST-0406,PROD-0016,GEO-0002,1529.1,1,0.1,624.61,2,0,20220724,20220726
ORD-2022-12028,2022-08-06,2022-08-09,CUST-0382,PROD-0002,GEO-0020,1798.0,2,0.0,744.07,3,0,20220806,20220809
ORD-2022-11456,2022-08-08,2022-08-13,CUST-0276,PROD-0055,GEO-0022,194.6,2,0.3,54.33,5,0,20220808,20220813
ORD-2022-13547,2022-08-10,2022-08-12,CUST-0651,PROD-0001,GEO-0007,2277.15,3,0.05,915.54,2,0,20220810,20220812
ORD-2022-11233,2022-08-12,2022-08-17,CUST-0232,PROD-0015,GEO-0023,89.0,1,0.0,49.13,5,0,20220812,20220817
ORD-2022-12196,2022-08-13,2022-08-15,CUST-0406,PROD-0002,GEO-0002,1798.0,2,0.0,746.22,2,0,20220813,20220815
ORD-2022-10314,2022-08-14,2022-08-20,CUST-0069,PROD-0029,GEO-0005,223.3,1,0.3,40.08,6,1,20220814,20220820
ORD-2022-13705,2022-08-15,2022-08-19,CUST-0688,PROD-0040,GEO-0001,117.3,2,0.15,48.59,4,0,20220815,20220819
ORD-2022-14118,2022-08-15,2022-08-18,CUST-0768,PROD-0036,GEO-0024,29.4,1,0.4,3.95,3,0,20220815,20220818
ORD-2022-10738,2022-08-16,2022-08-17,CUST-0142,PROD-0050,GEO-0025,42.0,1,0.0,20.19,1,0,20220816,20220817
ORD-2022-13226,2022-08-16,2022-08-17,CUST-0596,PROD-0021,GEO-0015,1596.0,4,0.0,818.25,1,0,20220816,20220817
ORD-2022-13767,2022-08-18,2022-08-22,CUST-0700,PROD-0055,GEO-0008,278.0,2,0.0,138.0,4,0,20220818,20220822
ORD-2022-13355,2022-08-19,2022-08-23,CUST-0620,PROD-0020,GEO-0020,314.1,1,0.1,149.13,4,0,20220819,20220823
ORD-2022-11000,2022-08-22,2022-08-25,CUST-0187,PROD-0040,GEO-0026,82.8,2,0.4,17.42,3,0,20220822,20220825
ORD-2022-13768,2022-08-25,2022-08-27,CUST-0700,PROD-0041,GEO-0008,78.0,2,0.0,37.28,2,0,20220825,20220827
ORD-2022-13312,2022-08-26,2022-08-31,CUST-0611,PROD-0046,GEO-0007,136.0,4,0.0,56.5,5,0,20220826,20220831
ORD-2022-10933,2022-08-29,2022-08-30,CUST-0170,PROD-0031,GEO-0003,178.2,2,0.1,75.01,1,0,20220829,20220830
ORD-2022-11602,2022-08-30,2022-09-02,CUST-0308,PROD-0037,GEO-0019,598.5,3,0.05,316.96,3,0,20220830,20220902
ORD-2022-13425,2022-09-03,2022-09-06,CUST-0631,PROD-0011,GEO-0023,116.1,1,0.1,67.79,3,0,20220903,20220906
ORD-2022-14474,2022-09-04,2022-09-07,CUST-0850,PROD-0043,GEO-0016,56.05,1,0.05,28.88,3,0,20220904,20220907
ORD-2022-10830,2022-09-06,2022-09-09,CUST-0156,PROD-0008,GEO-0018,1804.05,1,0.05,698.26,3,0,20220906,20220909
ORD-2022-12304,2022-09-10,2022-09-13,CUST-0423,PROD-0023,GEO-0017,249.0,1,0.0,125.09,3,0,20220910,20220913
ORD-2022-12446,2022-09-11,2022-09-13,CUST-0453,PROD-0006,GEO-0011,2598.0,2,0.0,1089.53,2,0,20220911,20220913
ORD-2022-13927,2022-09-11,2022-09-12,CUST-0735,PROD-0043,GEO-0012,236.0,4,0.0,117.51,1,0,20220911,20220912
ORD-2022-14470,2022-09-13,2022-09-16,CUST-0850,PROD-0003,GEO-0016,379.05,1,0.05,155.87,3,1,20220913,20220916
ORD-2022-10926,2022-09-14,2022-09-19,CUST-0170,PROD-0054,GEO-0003,209.3,1,0.3,63.69,5,0,20220914,20220919
ORD-2022-12411,2022-09-14,2022-09-16,CUST-0441,PROD-0058,GEO-0027,40.6,2,0.3,8.33,2,0,20220914,20220916
ORD-2022-11959,2022-09-15,2022-09-19,CUST-0369,PROD-0016,GEO-0020,1699.0,1,0.0,792.94,4,0,20220915,20220919
ORD-2022-12736,2022-09-15,2022-09-17,CUST-0499,PROD-0017,GEO-0028,1398.0,2,0.0,626.51,2,0,20220915,20220917
ORD-2022-10401,2022-09-19,2022-09-20,CUST-0082,PROD-0010,GEO-0023,1449.0,1,0.0,594.5,1,0,20220919,20220920
ORD-2022-13283,2022-09-19,2022-09-21,CUST-0608,PROD-0019,GEO-0029,329.0,1,0.0,142.74,2,0,20220919,20220921
ORD-2022-13541,2022-09-21,2022-09-26,CUST-0651,PROD-0004,GEO-0007,1099.0,1,0.0,415.8,5,0,20220921,20220926
ORD-2022-13484,2022-09-22,2022-09-27,CUST-0642,PROD-0017,GEO-0012,1992.15,3,0.05,839.61,5,0,20220922,20220927
ORD-2022-11235,2022-09-23,2022-09-24,CUST-0232,PROD-0038,GEO-0023,75.6,1,0.6,-24.97,1,0,20220923,20220924
ORD-2022-10234,2022-09-25,2022-09-27,CUST-0054,PROD-0057,GEO-0001,45.0,1,0.0,21.56,2,0,20220925,20220927
ORD-2022-10823,2022-09-26,2022-09-27,CUST-0156,PROD-0018,GEO-0018,398.0,2,0.0,164.03,1,0,20220926,20220927
ORD-2022-13619,2022-09-26,2022-09-28,CUST-0669,PROD-0016,GEO-0015,1614.05,1,0.05,710.16,2,0,20220926,20220928
ORD-2022-13192,2022-09-29,2022-10-01,CUST-0591,PROD-0009,GEO-0008,1043.1,2,0.05,390.84,2,0,20220929,20221001
ORD-2022-14304,2022-09-29,2022-10-01,CUST-0816,PROD-0055,GEO-0001,118.15,1,0.15,48.3,2,0,20220929,20221001
ORD-2022-10290,2022-09-30,2022-10-01,CUST-0065,PROD-0005,GEO-0027,1900.0,2,0.0,692.57,1,0,20220930,20221001
ORD-2022-12195,2022-10-02,2022-10-03,CUST-0406,PROD-0027,GEO-0002,139.0,1,0.0,58.34,1,0,20221002,20221003
ORD-2022-10827,2022-10-04,2022-10-07,CUST-0156,PROD-0058,GEO-0018,26.1,1,0.1,7.48,3,0,20221004,20221007
ORD-2022-13288,2022-10-04,2022-10-08,CUST-0608,PROD-0058,GEO-0029,29.0,1,0.0,12.48,4,0,20221004,20221008
ORD-2022-11974,2022-10-05,2022-10-11,CUST-0372,PROD-0042,GEO-0011,46.55,1,0.05,24.62,6,0,20221005,20221011
ORD-2022-12758,2022-10-07,2022-10-10,CUST-0504,PROD-0054,GEO-0005,299.0,1,0.0,154.46,3,0,20221007,20221010
ORD-2022-13488,2022-10-07,2022-10-09,CUST-0642,PROD-0024,GEO-0012,269.1,1,0.1,122.73,2,0,20221007,20221009
ORD-2022-14169,2022-10-07,2022-10-09,CUST-0781,PROD-0027,GEO-0006,417.0,3,0.0,179.66,2,1,20221007,20221009
ORD-2022-12295,2022-10-10,2022-10-13,CUST-0421,PROD-0016,GEO-0023,4842.15,3,0.05,2131.88,3,0,20221010,20221013
ORD-2022-10439,2022-10-12,2022-10-16,CUST-0087,PROD-0008,GEO-0009,1899.0,1,0.0,794.18,4,0,20221012,20221016
ORD-2022-12378,2022-10-14,2022-10-20,CUST-0435,PROD-0011,GEO-0001,258.0,2,0.0,160.34,6,0,20221014,20221020
ORD-2022-13792,2022-10-18,2022-10-20,CUST-0706,PROD-0060,GEO-0014,14.0,1,0.0,2.56,2,0,20221018,20221020
ORD-2022-11279,2022-10-20,2022-10-22,CUST-0240,PROD-0031,GEO-0029,178.2,2,0.1,76.37,2,0,20221020,20221022
ORD-2022-14355,2022-10-21,2022-10-26,CUST-0827,PROD-0004,GEO-0021,5220.25,5,0.05,1800.39,5,0,20221021,20221026
ORD-2022-13979,2022-10-22,2022-10-24,CUST-0745,PROD-0029,GEO-0018,861.3,3,0.1,301.2,2,0,20221022,20221024
ORD-2022-10673,2022-10-24,2022-10-29,CUST-0129,PROD-0005,GEO-0018,902.5,1,0.05,296.33,5,0,20221024,20221029
ORD-2022-12219,2022-10-26,2022-10-30,CUST-0410,PROD-0039,GEO-0017,32.0,1,0.0,16.88,4,0,20221026,20221030
ORD-2022-10266,2022-10-27,2022-10-31,CUST-0061,PROD-0019,GEO-0020,658.0,2,0.0,285.39,4,0,20221027,20221031
ORD-2022-13661,2022-10-28,2022-10-30,CUST-0678,PROD-0036,GEO-0002,83.3,2,0.15,33.23,2,0,20221028,20221030
ORD-2022-10924,2022-10-29,2022-10-31,CUST-0170,PROD-0032,GEO-0003,909.15,3,0.05,408.21,2,0,20221029,20221031
ORD-2022-11088,2022-10-29,2022-10-30,CUST-0201,PROD-0024,GEO-0016,568.1,2,0.05,280.79,1,0,20221029,20221030
ORD-2022-10316,2022-10-31,2022-11-03,CUST-0069,PROD-0053,GEO-0005,11.4,1,0.05,0.78,3,0,20221031,20221103
ORD-2022-10431,2022-11-01,2022-11-04,CUST-0087,PROD-0019,GEO-0009,329.0,1,0.0,143.65,3,0,20221101,20221104
ORD-2022-12302,2022-11-03,2022-11-06,CUST-0423,PROD-0050,GEO-0017,42.0,1,0.0,22.51,3,0,20221103,20221106
ORD-2022-13977,2022-11-03,2022-11-05,CUST-0745,PROD-0042,GEO-0018,44.1,1,0.1,19.91,2,0,20221103,20221105
ORD-2022-12435,2022-11-04,2022-11-05,CUST-0448,PROD-0003,GEO-0013,798.0,2,0.0,345.19,1,0,20221104,20221105
ORD-2022-13740,2022-11-04,2022-11-05,CUST-0694,PROD-0017,GEO-0019,629.1,1,0.1,243.43,1,0,20221104,20221105
ORD-2022-14297,2022-11-04,2022-11-06,CUST-0816,PROD-0022,GEO-0001,438.0,2,0.0,237.71,2,0,20221104,20221106
ORD-2022-10666,2022-11-06,2022-11-08,CUST-0129,PROD-0018,GEO-0018,199.0,1,0.0,85.32,2,0,20221106,20221108
ORD-2022-11370,2022-11-06,2022-11-08,CUST-0258,PROD-0037,GEO-0024,840.0,5,0.2,370.72,2,0,20221106,20221108
ORD-2022-13544,2022-11-07,2022-11-08,CUST-0651,PROD-0053,GEO-0007,24.0,2,0.0,6.27,1,0,20221107,20221108
ORD-2022-13874,2022-11-07,2022-11-08,CUST-0724,PROD-0013,GEO-0029,62.1,1,0.1,36.72,1,0,20221107,20221108
ORD-2022-13766,2022-11-09,2022-11-10,CUST-0700,PROD-0033,GEO-0008,304.2,2,0.1,126.11,1,0,20221109,20221110
ORD-2022-13617,2022-11-11,2022-11-14,CUST-0669,PROD-0058,GEO-0015,26.1,1,0.1,10.16,3,0,20221111,20221114
ORD-2022-13959,2022-11-12,2022-11-17,CUST-0743,PROD-0038,GEO-0012,264.6,2,0.3,65.43,5,0,20221112,20221117
ORD-2022-11459,2022-11-13,2022-11-18,CUST-0276,PROD-0004,GEO-0022,1099.0,1,0.0,413.06,5,0,20221113,20221118
ORD-2022-11870,2022-11-14,2022-11-16,CUST-0351,PROD-0057,GEO-0011,108.0,3,0.2,36.78,2,0,20221114,20221116
ORD-2022-11975,2022-11-14,2022-11-16,CUST-0372,PROD-0028,GEO-0011,479.4,1,0.4,25.99,2,0,20221114,20221116
ORD-2022-11161,2022-11-15,2022-11-17,CUST-0217,PROD-0040,GEO-0030,117.3,2,0.15,53.02,2,0,20221115,20221117
ORD-2022-13229,2022-11-15,2022-11-20,CUST-0596,PROD-0049,GEO-0015,88.0,4,0.0,35.41,5,0,20221115,20221120
ORD-2022-10938,2022-11-18,2022-11-20,CUST-0170,PROD-0010,GEO-0003,2463.3,2,0.15,757.03,2,0,20221118,20221120
ORD-2022-11207,2022-11-18,2022-11-19,CUST-0228,PROD-0054,GEO-0005,598.0,2,0.0,307.7,1,0,20221118,20221119
ORD-2022-12811,2022-11-18,2022-11-21,CUST-0514,PROD-0003,GEO-0026,798.0,2,0.0,345.44,3,0,20221118,20221121
ORD-2022-11943,2022-11-20,2022-11-22,CUST-0365,PROD-0037,GEO-0006,420.0,2,0.0,233.79,2,1,20221120,20221122
ORD-2022-12616,2022-11-20,2022-11-26,CUST-0476,PROD-0022,GEO-0030,153.3,1,0.3,55.25,6,0,20221120,20221126
ORD-2022-12617,2022-11-20,2022-11-21,CUST-0476,PROD-0040,GEO-0030,207.0,3,0.0,110.04,1,1,20221120,20221121
ORD-2022-12908,2022-11-20,2022-11-24,CUST-0528,PROD-0041,GEO-0014,37.05,1,0.05,15.56,4,0,20221120,20221124
ORD-2022-12543,2022-11-21,2022-11-25,CUST-0463,PROD-0042,GEO-0020,88.2,2,0.1,44.47,4,0,20221121,20221125
ORD-2022-10400,2022-11-22,2022-11-28,CUST-0082,PROD-0044,GEO-0023,75.05,1,0.05,38.75,6,0,20221122,20221128
ORD-2022-12360,2022-11-22,2022-11-24,CUST-0431,PROD-0030,GEO-0013,206.1,1,0.1,89.69,2,0,20221122,20221124
ORD-2022-13907,2022-11-22,2022-11-26,CUST-0732,PROD-0034,GEO-0016,65.0,1,0.0,36.57,4,1,20221122,20221126
ORD-2022-11454,2022-11-23,2022-11-29,CUST-0276,PROD-0052,GEO-0022,26.6,2,0.3,2.77,6,0,20221123,20221129
ORD-2022-12987,2022-11-24,2022-11-26,CUST-0551,PROD-0023,GEO-0021,249.0,1,0.0,123.75,2,0,20221124,20221126
ORD-2022-14240,2022-11-24,2022-11-27,CUST-0801,PROD-0002,GEO-0007,6832.4,8,0.05,2637.2,3,0,20221124,20221127
ORD-2022-11489,2022-11-25,2022-11-27,CUST-0282,PROD-0038,GEO-0030,179.55,1,0.05,78.17,2,0,20221125,20221127
ORD-2022-12003,2022-11-25,2022-11-27,CUST-0378,PROD-0021,GEO-0005,1137.15,3,0.05,547.08,2,0,20221125,20221127
ORD-2022-12456,2022-11-25,2022-11-28,CUST-0453,PROD-0003,GEO-0011,897.75,3,0.25,217.22,3,0,20221125,20221128
ORD-2022-10226,2022-11-27,2022-12-02,CUST-0052,PROD-0046,GEO-0013,54.4,2,0.2,17.07,5,0,20221127,20221202
ORD-2022-10603,2022-11-27,2022-11-29,CUST-0118,PROD-0004,GEO-0009,3132.15,3,0.05,1082.26,2,0,20221127,20221129
ORD-2022-11359,2022-11-28,2022-11-30,CUST-0256,PROD-0031,GEO-0007,99.0,1,0.0,48.47,2,0,20221128,20221130
ORD-2022-13919,2022-11-28,2022-12-01,CUST-0735,PROD-0045,GEO-0012,77.0,1,0.3,28.63,3,0,20221128,20221201
ORD-2022-11367,2022-11-29,2022-12-02,CUST-0257,PROD-0033,GEO-0030,354.9,3,0.3,82.0,3,0,20221129,20221202
ORD-2022-11056,2022-11-30,2022-12-02,CUST-0195,PROD-0016,GEO-0010,1699.0,1,0.0,795.07,2,0,20221130,20221202
ORD-2022-11095,2022-11-30,2022-12-04,CUST-0202,PROD-0024,GEO-0025,598.0,2,0.0,306.74,4,0,20221130,20221204
ORD-2022-13543,2022-12-02,2022-12-04,CUST-0651,PROD-0038,GEO-0007,604.8,4,0.2,211.03,2,0,20221202,20221204
ORD-2022-11085,2022-12-05,2022-12-07,CUST-0201,PROD-0003,GEO-0016,718.2,2,0.1,268.9,2,0,20221205,20221207
ORD-2022-10517,2022-12-06,2022-12-07,CUST-0101,PROD-0021,GEO-0015,1895.25,5,0.05,930.22,1,0,20221206,20221207
ORD-2022-11687,2022-12-07,2022-12-09,CUST-0319,PROD-0029,GEO-0009,1595.0,5,0.0,661.64,2,0,20221207,20221209
ORD-2022-12727,2022-12-07,2022-12-09,CUST-0498,PROD-0001,GEO-0019,799.0,1,0.0,345.91,2,0,20221207,20221209
ORD-2022-13572,2022-12-07,2022-12-10,CUST-0659,PROD-0001,GEO-0022,1518.1,2,0.05,609.37,3,0,20221207,20221210
ORD-2022-13782,2022-12-07,2022-12-08,CUST-0703,PROD-0027,GEO-0002,125.1,1,0.1,43.46,1,0,20221207,20221208
ORD-2022-14277,2022-12-07,2022-12-08,CUST-0811,PROD-0015,GEO-0011,75.65,1,0.15,35.55,1,0,20221207,20221208
ORD-2022-11475,2022-12-09,2022-12-16,CUST-0279,PROD-0035,GEO-0015,225.0,3,0.0,122.97,7,0,20221209,20221216
ORD-2022-11960,2022-12-09,2022-12-11,CUST-0369,PROD-0049,GEO-0020,20.9,1,0.05,9.58,2,0,20221209,20221211
ORD-2022-12967,2022-12-09,2022-12-12,CUST-0545,PROD-0002,GEO-0007,1798.0,2,0.0,744.65,3,1,20221209,20221212
ORD-2022-10936,2022-12-11,2022-12-12,CUST-0170,PROD-0007,GEO-0003,2997.0,3,0.0,1240.62,1,0,20221211,20221212
ORD-2022-11290,2022-12-11,2022-12-18,CUST-0241,PROD-0054,GEO-0022,269.1,1,0.1,125.94,7,0,20221211,20221218
ORD-2022-12496,2022-12-11,2022-12-13,CUST-0457,PROD-0048,GEO-0004,56.0,2,0.0,21.32,2,0,20221211,20221213
ORD-2022-13640,2022-12-12,2022-12-13,CUST-0672,PROD-0054,GEO-0010,269.1,1,0.1,122.68,1,0,20221212,20221213
ORD-2022-10207,2022-12-13,2022-12-18,CUST-0048,PROD-0018,GEO-0008,567.15,3,0.05,220.14,5,0,20221213,20221218
ORD-2022-10932,2022-12-14,2022-12-15,CUST-0170,PROD-0025,GEO-0003,1557.6,3,0.2,406.56,1,0,20221214,20221215
ORD-2022-13378,2022-12-14,2022-12-17,CUST-0624,PROD-0021,GEO-0031,339.15,1,0.15,143.12,3,0,20221214,20221217
ORD-2022-13611,2022-12-14,2022-12-15,CUST-0666,PROD-0057,GEO-0030,45.0,1,0.0,23.89,1,0,20221214,20221215
ORD-2022-11517,2022-12-15,2022-12-19,CUST-0290,PROD-0046,GEO-0001,153.0,5,0.1,66.92,4,0,20221215,20221219
ORD-2022-10259,2022-12-17,2022-12-20,CUST-0060,PROD-0020,GEO-0012,331.55,1,0.05,167.67,3,0,20221217,20221220
ORD-2022-10669,2022-12-17,2022-12-21,CUST-0129,PROD-0027,GEO-0018,396.15,3,0.05,153.11,4,0,20221217,20221221
ORD-2022-10727,2022-12-18,2022-12-21,CUST-0140,PROD-0043,GEO-0006,59.0,1,0.0,31.44,3,0,20221218,20221221
ORD-2022-10197,2022-12-19,2022-12-24,CUST-0044,PROD-0048,GEO-0016,28.0,1,0.0,10.77,5,0,20221219,20221224
ORD-2022-12185,2022-12-19,2022-12-22,CUST-0405,PROD-0038,GEO-0027,132.3,1,0.3,31.13,3,0,20221219,20221222
ORD-2022-13700,2022-12-19,2022-12-21,CUST-0687,PROD-0013,GEO-0006,65.55,1,0.05,40.45,2,0,20221219,20221221
ORD-2022-13871,2022-12-19,2022-12-23,CUST-0724,PROD-0054,GEO-0029,897.0,3,0.0,456.21,4,0,20221219,20221223
ORD-2022-10192,2022-12-20,2022-12-23,CUST-0042,PROD-0016,GEO-0006,3228.1,2,0.05,1414.42,3,1,20221220,20221223
ORD-2022-14173,2022-12-21,2022-12-24,CUST-0781,PROD-0006,GEO-0006,12340.5,10,0.05,4771.42,3,0,20221221,20221224
ORD-2022-12096,2022-12-22,2022-12-27,CUST-0393,PROD-0040,GEO-0008,69.0,1,0.0,36.01,5,0,20221222,20221227
ORD-2022-13800,2022-12-23,2022-12-26,CUST-0708,PROD-0046,GEO-0009,23.8,1,0.3,5.18,3,0,20221223,20221226
ORD-2022-11605,2022-12-24,2022-12-27,CUST-0308,PROD-0049,GEO-0019,52.8,3,0.2,12.36,3,0,20221224,20221227
ORD-2022-12996,2022-12-24,2022-12-28,CUST-0551,PROD-0054,GEO-0021,299.0,1,0.0,153.92,4,0,20221224,20221228
ORD-2022-10065,2022-12-25,2022-12-27,CUST-0015,PROD-0007,GEO-0018,949.05,1,0.05,365.01,2,0,20221225,20221227
ORD-2022-11483,2022-12-25,2022-12-29,CUST-0281,PROD-0022,GEO-0001,1040.25,5,0.05,541.5,4,0,20221225,20221229
ORD-2022-13899,2022-12-25,2022-12-27,CUST-0732,PROD-0031,GEO-0016,94.05,1,0.05,44.47,2,1,20221225,20221227
ORD-2022-14141,2022-12-25,2022-12-27,CUST-0776,PROD-0037,GEO-0011,756.0,4,0.1,372.66,2,0,20221225,20221227
ORD-2022-10438,2022-12-26,2022-12-28,CUST-0087,PROD-0012,GEO-0009,56.05,1,0.05,34.34,2,0,20221226,20221228
ORD-2022-11470,2022-12-26,2022-12-29,CUST-0278,PROD-0026,GEO-0004,449.1,1,0.1,164.04,3,0,20221226,20221229
ORD-2022-11286,2022-12-27,2022-12-28,CUST-0240,PROD-0048,GEO-0029,25.2,1,0.1,11.13,1,0,20221227,20221228
ORD-2022-10930,2022-12-29,2023-01-02,CUST-0170,PROD-0012,GEO-0003,50.15,1,0.15,26.0,4,0,20221229,20230102
ORD-2023-11383,2023-01-01,2023-01-03,CUST-0260,PROD-0018,GEO-0031,378.1,2,0.05,150.56,2,0,20230101,20230103
ORD-2023-13701,2023-01-01,2023-01-08,CUST-0687,PROD-0046,GEO-0006,23.8,1,0.3,4.73,7,1,20230101,20230108
ORD-2023-10050,2023-01-02,2023-01-04,CUST-0009,PROD-0022,GEO-0032,624.15,3,0.05,321.94,2,0,20230102,20230104
ORD-2023-12361,2023-01-05,2023-01-06,CUST-0431,PROD-0044,GEO-0013,142.2,2,0.1,64.56,1,0,20230105,20230106
ORD-2023-13898,2023-01-05,2023-01-10,CUST-0732,PROD-0014,GEO-0016,141.55,1,0.05,82.34,5,0,20230105,20230110
ORD-2023-13806,2023-01-06,2023-01-10,CUST-0708,PROD-0055,GEO-0009,132.05,1,0.05,62.26,4,0,20230106,20230110
ORD-2023-11402,2023-01-08,2023-01-12,CUST-0265,PROD-0048,GEO-0028,79.8,3,0.05,36.6,4,0,20230108,20230112
ORD-2023-13920,2023-01-09,2023-01-12,CUST-0735,PROD-0015,GEO-0012,160.2,2,0.1,82.76,3,0,20230109,20230112
ORD-2023-11419,2023-01-11,2023-01-12,CUST-0269,PROD-0030,GEO-0029,618.3,3,0.1,277.24,1,0,20230111,20230112
ORD-2023-13523,2023-01-13,2023-01-15,CUST-0647,PROD-0017,GEO-0021,1258.2,2,0.1,487.38,2,0,20230113,20230115
ORD-2023-13255,2023-01-14,2023-01-18,CUST-0598,PROD-0035,GEO-0027,63.75,1,0.15,29.78,4,0,20230114,20230118
ORD-2023-12350,2023-01-16,2023-01-18,CUST-0429,PROD-0043,GEO-0019,118.0,2,0.0,62.11,2,0,20230116,20230118
ORD-2023-10413,2023-01-18,2023-01-20,CUST-0084,PROD-0013,GEO-0003,69.0,1,0.0,43.92,2,0,20230118,20230120
ORD-2023-10783,2023-01-19,2023-01-22,CUST-0149,PROD-0056,GEO-0030,1030.5,5,0.1,460.19,3,0,20230119,20230122
ORD-2023-10402,2023-01-25,2023-01-27,CUST-0082,PROD-0039,GEO-0023,57.6,2,0.1,21.58,2,0,20230125,20230127
ORD-2023-12731,2023-01-25,2023-01-26,CUST-0498,PROD-0014,GEO-0019,111.75,1,0.25,53.21,1,0,20230125,20230126
