Order ID,Order Date,Ship Date,Customer ID,Product ID,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-2022-12304,2022-09-10,2022-09-13,CUST-0423,PROD-0023,South,Tennessee,Nashville,Furniture,Chairs,249.0,1,0.0,125.09
ORD-2022-12446,2022-09-11,2022-09-13,CUST-0453,PROD-0006,West,California,San Jose,Technology,Laptops,2598.0,2,0.0,1089.53
ORD-2022-13927,2022-09-11,2022-09-12,CUST-0735,PROD-0043,South,Florida,Miami,Office Supplies,Art,236.0,4,0.0,117.51
ORD-2022-14470,2022-09-13,2022-09-16,CUST-0850,PROD-0003,West,Oregon,Portland,Technology,Phones,379.05,1,0.05,155.87
ORD-2022-10926,2022-09-14,2022-09-19,CUST-0170,PROD-0054,Central,Illinois,Chicago,Office Supplies,Appliances,209.3,1,0.3,63.69
ORD-2022-12411,2022-09-14,2022-09-16,CUST-0441,PROD-0058,Central,Texas,Austin,Office Supplies,Fasteners,40.6,2,0.3,8.33
ORD-2022-11959,2022-09-15,2022-09-19,CUST-0369,PROD-0016,West,Washington,Seattle,Technology,Copiers & Printers,1699.0,1,0.0,792.94
ORD-2022-12736,2022-09-15,2022-09-17,CUST-0499,PROD-0017,East,New York,Buffalo,Technology,Copiers & Printers,1398.0,2,0.0,626.51
ORD-2022-10401,2022-09-19,2022-09-20,CUST-0082,PROD-0010,Central,Texas,Houston,Technology,Laptops,1449.0,1,0.0,594.5
ORD-2022-13283,2022-09-19,2022-09-21,CUST-0608,PROD-0019,West,Nevada,Las Vegas,Technology,Copiers & Printers,329.0,1,0.0,142.74
ORD-2022-13541,2022-09-21,2022-09-26,CUST-0651,PROD-0004,West,Washington,Spokane,Technology,Phones,1099.0,1,0.0,415.8
ORD-2022-13484,2022-09-22,2022-09-27,CUST-0642,PROD-0017,South,Florida,Miami,Technology,Copiers & Printers,1992.15,3,0.05,839.61
ORD-2022-11235,2022-09-23,2022-09-24,CUST-0232,PROD-0038,Central,Texas,Houston,Office Supplies,Storage,75.6,1,0.6,-24.97
ORD-2022-10234,2022-09-25,2022-09-27,CUST-0054,PROD-0057,Central,Texas,San Antonio,Office Supplies,Appliances,45.0,1,0.0,21.56
ORD-2022-10823,2022-09-26,2022-09-27,CUST-0156,PROD-0018,East,New Jersey,Newark,Technology,Copiers & Printers,398.0,2,0.0,164.03
ORD-2022-13619,2022-09-26,2022-09-28,CUST-0669,PROD-0016,South,North Carolina,Charlotte,Technology,Copiers & Printers,1614.05,1,0.05,710.16
ORD-2022-13192,2022-09-29,2022-10-01,CUST-0591,PROD-0009,West,California,Los Angeles,Technology,Laptops,1043.1,2,0.05,390.84
ORD-2022-14304,2022-09-29,2022-10-01,CUST-0816,PROD-0055,Central,Texas,San Antonio,Office Supplies,Appliances,118.15,1,0.15,48.3
ORD-2022-10290,2022-09-30,2022-10-01,CUST-0065,PROD-0005,Central,Texas,Austin,Technology,Phones,1900.0,2,0.0,692.57
ORD-2022-12195,2022-10-02,2022-10-03,CUST-0406,PROD-0027,East,Massachusetts,Boston,Furniture,Tables,139.0,1,0.0,58.34
ORD-2022-10827,2022-10-04,2022-10-07,CUST-0156,PROD-0058,East,New Jersey,Newark,Office Supplies,Fasteners,26.1,1,0.1,7.48
ORD-2022-13288,2022-10-04,2022-10-08,CUST-0608,PROD-0058,West,Nevada,Las Vegas,Office Supplies,Fasteners,29.0,1,0.0,12.48
ORD-2022-11974,2022-10-05,2022-10-11,CUST-0372,PROD-0042,West,California,San Jose,Office Supplies,Art,46.55,1,0.05,24.62
ORD-2022-12758,2022-10-07,2022-10-10,CUST-0504,PROD-0054,West,California,San Diego,Office Supplies,Appliances,299.0,1,0.0,154.46
ORD-2022-13488,2022-10-07,2022-10-09,CUST-0642,PROD-0024,South,Florida,Miami,Furniture,Chairs,269.1,1,0.1,122.73
ORD-2022-14169,2022-10-07,2022-10-09,CUST-0781,PROD-0027,East,Pennsylvania,Philadelphia,Furniture,Tables,417.0,3,0.0,179.66
ORD-2022-12295,2022-10-10,2022-10-13,CUST-0421,PROD-0016,Central,Texas,Houston,Technology,Copiers & Printers,4842.15,3,0.05,2131.88
ORD-2022-10439,2022-10-12,2022-10-16,CUST-0087,PROD-0008,South,Florida,Tampa,Technology,Laptops,1899.0,1,0.0,794.18
ORD-2022-12378,2022-10-14,2022-10-20,CUST-0435,PROD-0011,Central,Texas,San Antonio,Technology,Accessories,258.0,2,0.0,160.34
ORD-2022-13792,2022-10-18,2022-10-20,CUST-0706,PROD-0060,East,New York,New York City,Office Supplies,Fasteners,14.0,1,0.0,2.56
ORD-2022-11279,2022-10-20,2022-10-22,CUST-0240,PROD-0031,West,Nevada,Las Vegas,Furniture,Bookcases,178.2,2,0.1,76.37
ORD-2022-14355,2022-10-21,2022-10-26,CUST-0827,PROD-0004,South,Florida,Orlando,Technology,Phones,5220.25,5,0.05,1800.39
ORD-2022-13979,2022-10-22,2022-10-24,CUST-0745,PROD-0029,East,New Jersey,Newark,Furniture,Tables,861.3,3,0.1,301.2
ORD-2022-10673,2022-10-24,2022-10-29,CUST-0129,PROD-0005,East,New Jersey,Newark,Technology,Phones,902.5,1,0.05,296.33
ORD-2022-12219,2022-10-26,2022-10-30,CUST-0410,PROD-0039,South,Tennessee,Nashville,Office Supplies,Storage,32.0,1,0.0,16.88
ORD-2022-10266,2022-10-27,2022-10-31,CUST-0061,PROD-0019,West,Washington,Seattle,Technology,Copiers & Printers,658.0,2,0.0,285.39
ORD-2022-13661,2022-10-28,2022-10-30,CUST-0678,PROD-0036,East,Massachusetts,Boston,Furniture,Furnishings,83.3,2,0.15,33.23
ORD-2022-10924,2022-10-29,2022-10-31,CUST-0170,PROD-0032,Central,Illinois,Chicago,Furniture,Bookcases,909.15,3,0.05,408.21
ORD-2022-11088,2022-10-29,2022-10-30,CUST-0201,PROD-0024,West,Oregon,Portland,Furniture,Chairs,568.1,2,0.05,280.79
ORD-2022-10316,2022-10-31,2022-11-03,CUST-0069,PROD-0053,West,California,San Diego,Office Supplies,Binders,11.4,1,0.05,0.78
ORD-2022-10431,2022-11-01,2022-11-04,CUST-0087,PROD-0019,South,Florida,Tampa,Technology,Copiers & Printers,329.0,1,0.0,143.65
ORD-2022-12302,2022-11-03,2022-11-06,CUST-0423,PROD-0050,South,Tennessee,Nashville,Office Supplies,Binders,42.0,1,0.0,22.51
ORD-2022-13977,2022-11-03,2022-11-05,CUST-0745,PROD-0042,East,New Jersey,Newark,Office Supplies,Art,44.1,1,0.1,19.91
ORD-2022-12435,2022-11-04,2022-11-05,CUST-0448,PROD-0003,South,Virginia,Richmond,Technology,Phones,798.0,2,0.0,345.19
ORD-2022-13740,2022-11-04,2022-11-05,CUST-0694,PROD-0017,Central,Texas,Dallas,Technology,Copiers & Printers,629.1,1,0.1,243.43
ORD-2022-14297,2022-11-04,2022-11-06,CUST-0816,PROD-0022,Central,Texas,San Antonio,Furniture,Chairs,438.0,2,0.0,237.71
ORD-2022-10666,2022-11-06,2022-11-08,CUST-0129,PROD-0018,East,New Jersey,Newark,Technology,Copiers & Printers,199.0,1,0.0,85.32
ORD-2022-11370,2022-11-06,2022-11-08,CUST-0258,PROD-0037,Central,Michigan,Detroit,Furniture,Furnishings,840.0,5,0.2,370.72
ORD-2022-13544,2022-11-07,2022-11-08,CUST-0651,PROD-0053,West,Washington,Spokane,Office Supplies,Binders,24.0,2,0.0,6.27
ORD-2022-13874,2022-11-07,2022-11-08,CUST-0724,PROD-0013,West,Nevada,Las Vegas,Technology,Accessories,62.1,1,0.1,36.72
ORD-2022-13766,2022-11-09,2022-11-10,CUST-0700,PROD-0033,West ,California,Los Angeles,Furniture,Bookcases,304.2,2,0.1,126.11
ORD-2022-13617,2022-11-11,2022-11-14,CUST-0669,PROD-0058,South,North Carolina,Charlotte,Office Supplies,Fasteners,26.1,1,0.1,10.16
ORD-2022-13959,2022-11-12,2022-11-17,CUST-0743,PROD-0038,South,Florida,Miami,Office Supplies,Storage,264.6,2,0.3,65.43
ORD-2022-11459,2022-11-13,2022-11-18,CUST-0276,PROD-0004,West,Colorado,Denver,Technology,Phones,1099.0,1,0.0,413.06
ORD-2022-11870,2022-11-14,2022-11-16,CUST-0351,PROD-0057,West,California,San Jose,Office Supplies,Appliances,108.0,3,0.2,36.78
ORD-2022-11975,2022-11-14,2022-11-16,CUST-0372,PROD-0028,West,California,San Jose,Furniture,Tables,479.4,1,0.4,25.99
ORD-2022-11161,2022-11-15,2022-11-17,CUST-0217,PROD-0040,Central,Ohio,Cleveland,Office Supplies,Storage,117.3,2,0.15,53.02
ORD-2022-13229,2022-11-15,2022-11-20,CUST-0596,PROD-0049,South,North Carolina,Charlotte,Office Supplies,Paper,88.0,4,0.0,35.41
ORD-2022-10938,2022-11-18,2022-11-20,CUST-0170,PROD-0010,Central,Illinois,Chicago,Technology,Laptops,2463.3,2,0.15,757.03
ORD-2022-11207,2022-11-18,2022-11-19,CUST-0228,PROD-0054,West,California,San Diego,Office Supplies,Appliances,598.0,2,0.0,307.7
ORD-2022-12811,2022-11-18,2022-11-21,CUST-0514,PROD-0003,West,Arizona,Phoenix,Technology,Phones,798.0,2,0.0,345.44
ORD-2022-11943,2022-11-20,2022-11-22,CUST-0365,PROD-0037,East,Pennsylvania,Philadelphia,Furniture,Furnishings,420.0,2,0.0,233.79
ORD-2022-12616,2022-11-20,2022-11-26,CUST-0476,PROD-0022,Central ,Ohio,Cleveland,Furniture,Chairs,153.3,1,0.3,55.25
ORD-2022-12617,2022-11-20,2022-11-21,CUST-0476,PROD-0040,Central,Ohio,Cleveland,Office Supplies,Storage,207.0,3,0.0,110.04
ORD-2022-12908,2022-11-20,2022-11-24,CUST-0528,PROD-0041,East,New York,New York City,Office Supplies,Storage,37.05,1,0.05,15.56
ORD-2022-12543,2022-11-21,2022-11-25,CUST-0463,PROD-0042,West,Washington,Seattle,Office Supplies,Art,88.2,2,0.1,44.47
ORD-2022-10400,2022-11-22,2022-11-28,CUST-0082,PROD-0044,Central,Texas,Houston,Office Supplies,Art,75.05,1,0.05,38.75
ORD-2022-12360,2022-11-22,2022-11-24,CUST-0431,PROD-0030,South,Virginia,Richmond,Furniture,Bookcases,206.1,1,0.1,89.69
ORD-2022-13907,2022-11-22,2022-11-26,CUST-0732,PROD-0034,West,Oregon,Portland,Furniture,Furnishings,65.0,1,0.0,36.57
ORD-2022-11454,2022-11-23,2022-11-29,CUST-0276,PROD-0052,West,Colorado,Denver,Office Supplies,Binders,26.6,2,0.3,2.77
ORD-2022-12987,2022-11-24,2022-11-26,CUST-0551,PROD-0023,South,Florida,Orlando,Furniture,Chairs,249.0,1,0.0,123.75
ORD-2022-14240,2022-11-24,2022-11-27,CUST-0801,PROD-0002,West,Washington,Spokane,Technology,Phones,6832.4,8,0.05,2637.2
ORD-2022-11489,2022-11-25,2022-11-27,CUST-0282,PROD-0038,Central,Ohio,Cleveland,Office Supplies,Storage,179.55,1,0.05,78.17
ORD-2022-12003,2022-11-25,2022-11-27,CUST-0378,PROD-0021,West,California,San Diego,Furniture,Chairs,1137.15,3,0.05,547.08
ORD-2022-12456,2022-11-25,2022-11-28,CUST-0453,PROD-0003,West,California,San Jose,Technology,Phones,897.75,3,0.25,217.22
ORD-2022-10226,2022-11-27,2022-12-02,CUST-0052,PROD-0046,South,Virginia,Richmond,Office Supplies,Paper,54.4,2,0.2,17.07
ORD-2022-10603,2022-11-27,2022-11-29,CUST-0118,PROD-0004,South,Florida,Tampa,Technology,Phones,3132.15,3,0.05,1082.26
ORD-2022-11359,2022-11-28,2022-11-30,CUST-0256,PROD-0031,West,Washington,Spokane,Furniture,Bookcases,99.0,1,0.0,48.47
ORD-2022-13919,2022-11-28,2022-12-01,CUST-0735,PROD-0045,South,Florida,Miami,Office Supplies,Art,77.0,1,0.3,28.63
ORD-2022-11367,2022-11-29,2022-12-02,CUST-0257,PROD-0033,Central,Ohio,Cleveland,Furniture,Bookcases,354.9,3,0.3,82.0
ORD-2022-11056,2022-11-30,2022-12-02,CUST-0195,PROD-0016,South,Georgia,Atlanta,Technology,Copiers & Printers,1699.0,1,0.0,795.07
ORD-2022-11095,2022-11-30,2022-12-04,CUST-0202,PROD-0024,West,California,San Francisco,Furniture,Chairs,598.0,2,0.0,306.74
ORD-2022-13543,2022-12-02,2022-12-04,CUST-0651,PROD-0038,West,Washington,Spokane,Office Supplies,Storage,604.8,4,0.2,211.03
ORD-2022-11085,2022-12-05,2022-12-07,CUST-0201,PROD-0003,West,Oregon,Portland,Technology,Phones,718.2,2,0.1,268.9
ORD-2022-10517,2022-12-06,2022-12-07,CUST-0101,PROD-0021,South,North Carolina,Charlotte,Furniture,Chairs,1895.25,5,0.05,930.22
ORD-2022-11687,2022-12-07,2022-12-09,CUST-0319,PROD-0029,South,Florida,Tampa,Furniture,Tables,1595.0,5,0.0,661.64
ORD-2022-12727,2022-12-07,2022-12-09,CUST-0498,PROD-0001,Central,Texas,Dallas,Technology,Phones,799.0,1,0.0,345.91
ORD-2022-13572,2022-12-07,2022-12-10,CUST-0659,PROD-0001,West,Colorado,Denver,Technology,Phones,1518.1,2,0.05,609.37
ORD-2022-13782,2022-12-07,2022-12-08,CUST-0703,PROD-0027,East,Massachusetts,Boston,Furniture,Tables,125.1,1,0.1,43.46
ORD-2022-14277,2022-12-07,2022-12-08,CUST-0811,PROD-0015,West,California,San Jose,Technology,Accessories,75.65,1,0.15,35.55
ORD-2022-11475,2022-12-09,2022-12-16,CUST-0279,PROD-0035,South,North Carolina,Charlotte,Furniture,Furnishings,225.0,3,0.0,122.97
ORD-2022-11960,2022-12-09,2022-12-11,CUST-0369,PROD-0049,West,Washington,Seattle,Office Supplies,Paper,20.9,1,0.05,9.58
ORD-2022-12967,2022-12-09,2022-12-12,CUST-0545,PROD-0002,West,Washington,Spokane,Technology,Phones,1798.0,2,0.0,744.65
ORD-2022-10936,2022-12-11,2022-12-12,CUST-0170,PROD-0007,Central,Illinois,Chicago,Technology,Laptops,2997.0,3,0.0,1240.62
ORD-2022-11290,2022-12-11,2022-12-18,CUST-0241,PROD-0054,West,Colorado,Denver,Office Supplies,Appliances,269.1,1,0.1,125.94
ORD-2022-12496,2022-12-11,2022-12-13,CUST-0457,PROD-0048,Central,Ohio,Columbus,Office Supplies,Paper,56.0,2,0.0,21.32
ORD-2022-13640,2022-12-12,2022-12-13,CUST-0672,PROD-0054,South,Georgia,Atlanta,Office Supplies,Appliances,269.1,1,0.1,122.68
ORD-2022-10207,2022-12-13,2022-12-18,CUST-0048,PROD-0018,West,California,Los Angeles,Technology,Copiers & Printers,567.15,3,0.05,220.14
ORD-2022-10932,2022-12-14,2022-12-15,CUST-0170,PROD-0025,Central,Illinois,Chicago,Furniture,Tables,1557.6,3,0.2,406.56
ORD-2022-13378,2022-12-14,2022-12-17,CUST-0624,PROD-0021,East,Pennsylvania,Pittsburgh,Furniture,Chairs,339.15,1,0.15,143.12
ORD-2022-13611,2022-12-14,2022-12-15,CUST-0666,PROD-0057,Central,Ohio,Cleveland,Office Supplies,Appliances,45.0,1,0.0,23.89
ORD-2022-11517,2022-12-15,2022-12-19,CUST-0290,PROD-0046,Central,Texas,San Antonio,Office Supplies,Paper,153.0,5,0.1,66.92
ORD-2022-10259,2022-12-17,2022-12-20,CUST-0060,PROD-0020,South,Florida,Miami,Furniture,Chairs,331.55,1,0.05,167.67
ORD-2022-10669,2022-12-17,2022-12-21,CUST-0129,PROD-0027,East,New Jersey,Newark,Furniture,Tables,396.15,3,0.05,153.11
ORD-2022-10727,2022-12-18,2022-12-21,CUST-0140,PROD-0043,East,Pennsylvania,Philadelphia,office supplies,Art,59.0,1,0.0,31.44
ORD-2022-10197,2022-12-19,2022-12-24,CUST-0044,PROD-0048,West,Oregon,Portland,Office Supplies,Paper,28.0,1,0.0,10.77
ORD-2022-12185,2022-12-19,2022-12-22,CUST-0405,PROD-0038,Central,Texas,Austin,Office Supplies,Storage,132.3,1,0.3,31.13
ORD-2022-13700,2022-12-19,2022-12-21,CUST-0687,PROD-0013,East,Pennsylvania,Philadelphia,Technology,Accessories,65.55,1,0.05,40.45
ORD-2022-13871,2022-12-19,2022-12-23,CUST-0724,PROD-0054,West,Nevada,Las Vegas,Office Supplies,Appliances,897.0,3,0.0,456.21
ORD-2022-10192,2022-12-20,2022-12-23,CUST-0042,PROD-0016,East,Pennsylvania,Philadelphia,Technology,Copiers & Printers,3228.1,2,0.05,1414.42
ORD-2022-14173,2022-12-21,2022-12-24,CUST-0781,PROD-0006,East,Pennsylvania,Philadelphia,Technology,Laptops,12340.5,10,0.05,4771.42
ORD-2022-12096,2022-12-22,2022-12-27,CUST-0393,PROD-0040,West,California,Los Angeles,Office Supplies,Storage,69.0,1,0.0,36.01
ORD-2022-13800,2022-12-23,2022-12-26,CUST-0708,PROD-0046,South,Florida,Tampa,Office Supplies,Paper,23.8,1,0.3,5.18
ORD-2022-11605,2022-12-24,2022-12-27,CUST-0308,PROD-0049,Central,Texas,Dallas,Office Supplies,Paper,52.8,3,0.2,12.36
ORD-2022-12996,2022-12-24,2022-12-28,CUST-0551,PROD-0054,South,Florida,Orlando,Office Supplies,Appliances,299.0,1,0.0,153.92
ORD-2022-10065,2022-12-25,2022-12-27,CUST-0015,PROD-0007,East,New Jersey,Newark,Technology,Laptops,949.05,1,0.05,365.01
ORD-2022-11483,2022-12-25,2022-12-29,CUST-0281,PROD-0022,Central,Texas,San Antonio,Furniture,Chairs,1040.25,5,0.05,541.5
ORD-2022-13899,2022-12-25,2022-12-27,CUST-0732,PROD-0031,West,Oregon,Portland,Furniture,Bookcases,94.05,1,0.05,44.47
ORD-2022-14141,2022-12-25,2022-12-27,CUST-0776,PROD-0037,West,California,San Jose,Furniture,Furnishings,756.0,4,0.1,372.66
ORD-2022-10438,2022-12-26,2022-12-28,CUST-0087,PROD-0012,South,Florida,Tampa,Technology,Accessories,56.05,1,0.05,34.34
ORD-2022-11470,2022-12-26,2022-12-29,CUST-0278,PROD-0026,Central,Ohio,Columbus,Furniture,Tables,449.1,1,0.1,164.04
ORD-2022-11286,2022-12-27,2022-12-28,CUST-0240,PROD-0048,West,Nevada,Las Vegas,Office Supplies,Paper,25.2,1,0.1,11.13
ORD-2022-10930,2022-12-29,2023-01-02,CUST-0170,PROD-0012,Central,Illinois,Chicago,Technology,Accessories,50.15,1,0.15,26.0
ORD-2023-11383,2023-01-01,2023-01-03,CUST-0260,PROD-0018,East,Pennsylvania,Pittsburgh,Technology,Copiers & Printers,378.1,2,0.05,150.56
ORD-2023-13701,2023-01-01,2023-01-08,CUST-0687,PROD-0046,East,Pennsylvania,Philadelphia,Office Supplies,Paper,23.8,1,0.3,4.73
ORD-2023-10050,2023-01-02,2023-01-04,CUST-0009,PROD-0022,Central,Minnesota,Minneapolis,Furniture,Chairs,624.15,3,0.05,321.94
ORD-2023-12361,2023-01-05,2023-01-06,CUST-0431,PROD-0044,South,Virginia,Richmond,Office Supplies,Art,142.2,2,0.1,64.56
ORD-2023-13898,2023-01-05,2023-01-10,CUST-0732,PROD-0014,West,Oregon,Portland,Technology,Accessories,141.55,1,0.05,82.34
ORD-2023-13806,2023-01-06,2023-01-10,CUST-0708,PROD-0055,South,Florida,Tampa,Office Supplies,Appliances,132.05,1,0.05,62.26
ORD-2023-11402,2023-01-08,2023-01-12,CUST-0265,PROD-0048,East,New York,Buffalo,Office Supplies,Paper,79.8,3,0.05,36.6
